aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
348,473,-795,-23.071,-14.954,14.038,0.0,1.0,3.0,7.0,0.0
393,470,-807,-26.428,-15.686,11.780,0.0,1.0,3.0,7.0,0.0
418,480,-809,-27.649,-15.564,12.878,0.0,2.0,2.0,5.0,0.0
435,492,-825,-25.391,-10.132,15.869,0.0,1.0,3.0,5.0,0.0
452,483,-822,-13.916,-2.075,17.517,0.0,1.0,2.0,5.0,0.0
486,440,-802,-6.775,-1.587,18.921,0.0,1.0,2.0,4.0,0.0
487,430,-800,-7.446,-2.686,19.897,0.0,0.0,2.0,5.0,0.0
470,441,-818,-11.108,-2.808,23.743,0.0,0.0,2.0,4.0,0.0
465,447,-832,-11.536,-1.709,27.710,0.0,0.0,2.0,3.0,0.0
491,444,-834,-10.986,-244,29.480,0.0,0.0,1.0,3.0,0.0
536,436,-825,-11.902,-1.587,28.809,0.0,1.0,2.0,2.0,0.0
507,455,-831,-11.963,-10.498,28.870,0.0,0.0,1.0,1.0,0.0
450,454,-853,-11.353,-18.188,31.738,0.0,0.0,2.0,1.0,0.0
426,459,-858,-11.780,-19.714,29.968,0.0,0.0,1.0,2.0,0.0
410,457,-857,-9.827,-16.174,28.442,0.0,0.0,1.0,1.0,0.0
437,461,-842,-9.766,-14.343,28.503,0.0,1.0,2.0,1.0,0.0
481,459,-798,-3.052,-12.939,29.297,0.0,0.0,1.0,1.0,0.0
483,464,-793,-7.385,-18.860,28.625,0.0,0.0,1.0,0.0,0.0
415,471,-819,-6.775,-20.874,29.053,0.0,0.0,1.0,0.0,0.0
391,467,-826,-4.761,-18.494,29.846,0.0,0.0,1.0,0.0,0.0
407,451,-810,-1.526,-17.456,31.189,0.0,0.0,1.0,0.0,0.0
402,448,-817,-2.869,-18.066,32.227,0.0,0.0,0.0,0.0,0.0
409,469,-817,-1.282,-12.878,30.212,0.0,0.0,1.0,0.0,0.0
427,483,-781,-366,-10.925,28.137,0.0,0.0,0.0,0.0,0.0
409,487,-777,732,-10.742,25.635,0.0,0.0,1.0,0.0,0.0
396,476,-781,3.479,-14.404,27.832,0.0,0.0,1.0,0.0,0.0
384,465,-785,854,-14.160,31.738,0.0,0.0,1.0,0.0,0.0
390,481,-769,-1.526,-13.367,32.227,0.0,0.0,1.0,0.0,0.0
372,494,-760,-3.906,-11.963,29.724,0.0,0.0,1.0,0.0,0.0
368,495,-760,-1.465,-13.184,25.085,0.0,0.0,1.0,0.0,0.0
344,509,-777,3.052,-11.780,23.376,0.0,0.0,1.0,0.0,0.0
357,502,-781,5.493,-9.521,24.048,0.0,0.0,1.0,0.0,0.0
375,494,-763,4.822,-6.042,24.902,0.0,0.0,1.0,0.0,0.0
368,502,-770,1.343,-5.371,25.452,0.0,0.0,1.0,0.0,0.0
366,512,-782,3.235,-4.883,26.733,0.0,0.0,1.0,0.0,0.0
381,524,-766,4.700,-5.554,25.879,0.0,0.0,1.0,0.0,0.0
351,534,-766,6.348,-6.897,20.386,0.0,0.0,1.0,0.0,0.0
344,541,-773,9.460,-5.310,14.343,0.0,0.0,1.0,0.0,0.0
354,549,-788,16.785,-5.371,11.475,0.0,0.0,1.0,1.0,0.0

599,504,-1.094,-59.448,19.531,13.611,5.0,12.0,7.0,16.0,0.0
358,563,-1.279,-36.865,-35.034,8.667,6.0,11.0,7.0,17.0,0.0
270,615,-1.283,-916,-50.842,488,5.0,11.0,7.0,15.0,0.0
