aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
0.238,0.205,-0.974,-16.846,0.671,8.179,0.0,0.0,1.0,0.0,0.0
0.226,0.201,-0.977,-17.029,8.728,6.958,0.0,0.0,1.0,0.0,0.0
0.244,0.185,-0.979,-16.785,13.489,5.676,0.0,0.0,1.0,0.0,0.0
0.291,0.172,-0.973,-15.991,15.442,2.258,0.0,0.0,0.0,0.0,0.0
0.293,0.170,-0.979,-15.869,6.287,3.601,0.0,0.0,0.0,0.0,0.0
0.270,0.167,-1.004,-15.076,1.587,5.188,0.0,0.0,0.0,1.0,0.0
0.231,0.175,-1.015,-10.681,-2.747,3.601,0.0,0.0,1.0,1.0,0.0
0.240,0.161,-0.980,-5.188,1.343,-1.038,0.0,0.0,1.0,0.0,0.0
0.253,0.153,-0.964,-8.850,5.676,1.343,0.0,0.0,1.0,0.0,0.0
0.255,0.166,-0.958,-12.268,7.385,4.639,0.0,0.0,0.0,0.0,0.0
0.261,0.169,-0.956,-13.977,10.010,7.019,0.0,0.0,0.0,0.0,0.0

1.209,0.623,-0.752,-49.194,60.608,-80.383,0.0,0.0,1.0,0.0,0.0
1.808,0.647,-0.854,-40.222,85.754,-32.654,0.0,0.0,1.0,0.0,0.0
1.784,0.715,-0.929,-24.048,66.345,51.758,0.0,0.0,1.0,0.0,0.0
1.228,0.754,-0.964,22.339,57.068,123.352,0.0,0.0,0.0,1.0,0.0
0.429,0.679,-0.719,48.523,52.368,130.493,0.0,0.0,1.0,0.0,0.0
-0.335,0.595,-0.316,84.778,29.602,96.802,0.0,0.0,1.0,0.0,0.0
-0.715,0.549,0.036,74.341,-8.667,33.997,0.0,0.0,0.0,0.0,0.0
-0.695,0.569,0.113,19.348,-45.166,-43.823,0.0,0.0,0.0,0.0,0.0
-0.156,0.692,0.042,-9.705,-55.054,-83.740,0.0,0.0,0.0,0.0,0.0
0.628,0.808,-0.209,-37.109,-56.458,-133.118,0.0,0.0,1.0,0.0,0.0
1.331,0.736,-0.432,-33.508,-25.146,-106.201,0.0,0.0,1.0,0.0,0.0
1.503,0.695,-0.506,-30.518,3.662,-37.415,0.0,0.0,0.0,0.0,0.0
1.386,0.633,-0.571,-26.062,10.254,-4.211,0.0,0.0,1.0,0.0,0.0
1.022,0.599,-0.480,-16.541,20.752,41.565,0.0,0.0,1.0,0.0,0.0
0.672,0.586,-0.275,-8.301,9.766,53.772,0.0,0.0,0.0,1.0,0.0
0.497,0.597,-0.191,-10.254,-25.635,40.039,0.0,0.0,0.0,0.0,0.0
0.192,0.647,-0.080,-15.198,-39.673,28.625,0.0,0.0,1.0,0.0,0.0
0.221,0.642,0.050,-33.630,-41.199,6.409,0.0,0.0,0.0,0.0,0.0
0.309,0.638,0.095,-67.200,-31.616,-4.639,0.0,0.0,0.0,1.0,0.0
0.430,0.585,0.030,-100.098,-17.273,-4.578,0.0,0.0,1.0,0.0,0.0
0.446,0.536,-0.224,-113.403,-3.174,-1.526,0.0,0.0,1.0,1.0,0.0
0.468,0.562,-0.471,-127.380,34.546,6.531,0.0,0.0,0.0,0.0,0.0
0.497,0.571,-0.552,-116.577,63.660,8.667,0.0,0.0,0.0,1.0,0.0
0.588,0.548,-0.633,-106.384,66.223,7.874,0.0,0.0,0.0,1.0,0.0
0.592,0.502,-0.737,-93.201,44.983,11.047,0.0,0.0,0.0,1.0,0.0
0.542,0.499,-0.807,-90.881,17.334,22.705,0.0,0.0,1.0,0.0,0.0
0.432,0.504,-0.914,-83.435,15.015,27.832,0.0,0.0,0.0,0.0,0.0
0.426,0.479,-0.929,-78.674,20.813,26.428,0.0,0.0,0.0,0.0,0.0
0.430,0.498,-0.929,-71.411,32.227,20.386,0.0,0.0,0.0,1.0,0.0
0.457,0.513,-0.898,-53.284,40.649,16.174,0.0,0.0,1.0,1.0,0.0
0.519,0.492,-0.810,-44.678,35.645,14.099,0.0,0.0,0.0,0.0,0.0
0.469,0.500,-0.723,-43.213,27.710,13.306,0.0,0.0,0.0,0.0,0.0
0.422,0.472,-0.683,-42.969,19.104,12.390,0.0,0.0,0.0,0.0,0.0
0.431,0.458,-0.689,-53.284,27.649,12.329,0.0,0.0,1.0,0.0,0.0
0.474,0.449,-0.747,-58.655,34.729,12.390,0.0,0.0,1.0,0.0,0.0
0.476,0.445,-0.829,-58.960,33.630,11.902,0.0,0.0,1.0,0.0,0.0
0.448,0.468,-0.875,-53.711,25.024,10.193,0.0,0.0,1.0,0.0,0.0
0.445,0.462,-0.878,-41.016,14.038,6.287,0.0,0.0,1.0,0.0,0.0
0.403,0.412,-0.881,-36.926,9.155,4.761,0.0,0.0,1.0,0.0,0.0
0.365,0.385,-0.889,-37.048,7.080,3.845,0.0,0.0,0.0,2.0,0.0
0.368,0.396,-0.889,-38.147,10.010,0.305,0.0,0.0,1.0,0.0,0.0
0.387,0.406,-0.892,-33.508,12.512,-2.197,0.0,0.0,1.0,0.0,1.0
0.403,0.386,-0.876,-31.250,13.611,-2.319,0.0,0.0,0.0,0.0,0.0
0.420,0.367,-0.861,-28.748,15.869,-1.831,0.0,0.0,1.0,0.0,0.0
0.422,0.363,-0.861,-29.724,13.611,2.075,0.0,0.0,0.0,0.0,0.0
0.401,0.370,-0.868,-29.053,11.536,3.662,0.0,0.0,1.0,0.0,0.0
0.393,0.372,-0.854,-27.222,11.475,2.014,0.0,0.0,1.0,0.0,0.0
0.393,0.365,-0.827,-24.902,12.695,-1.709,0.0,0.0,1.0,0.0,0.0
0.397,0.352,-0.820,-26.428,13.977,-1.038,0.0,0.0,1.0,0.0,0.0
0.399,0.325,-0.818,-31.067,12.207,1.465,0.0,0.0,1.0,0.0,0.0
0.384,0.328,-0.843,-33.325,10.437,2.563,0.0,0.0,1.0,0.0,0.0
0.350,0.350,-0.870,-32.532,12.329,1.648,0.0,0.0,0.0,0.0,0.0
0.363,0.347,-0.865,-27.222,21.790,-0.610,0.0,0.0,1.0,0.0,0.0
0.400,0.323,-0.849,-26.428,22.461,-0.183,0.0,0.0,0.0,0.0,0.0
0.392,0.301,-0.854,-27.710,19.470,1.282,0.0,0.0,1.0,0.0,0.0
0.361,0.286,-0.876,-31.738,15.137,5.737,0.0,0.0,0.0,0.0,0.0
0.345,0.287,-0.889,-34.851,16.357,8.545,0.0,0.0,1.0,0.0,0.0
0.313,0.295,-0.907,-32.227,19.836,6.226,0.0,0.0,0.0,0.0,0.0
0.259,0.278,-0.919,-29.968,24.048,3.845,0.0,0.0,1.0,0.0,0.0
0.305,0.251,-0.897,-28.381,34.119,1.343,0.0,0.0,1.0,0.0,0.0
0.329,0.245,-0.893,-33.203,30.396,3.357,0.0,0.0,0.0,0.0,0.0
0.314,0.252,-0.919,-36.499,20.935,5.615,0.0,0.0,1.0,0.0,0.0
0.282,0.258,-0.941,-35.400,18.494,4.700,0.0,0.0,1.0,0.0,0.0
0.301,0.237,-0.944,-30.823,14.221,2.197,0.0,0.0,1.0,0.0,0.0
0.280,0.230,-0.949,-27.771,8.423,-1.953,0.0,0.0,1.0,0.0,0.0
0.252,0.204,-0.936,-27.893,12.878,-3.601,0.0,0.0,1.0,1.0,0.0
0.286,0.186,-0.912,-31.311,15.137,-1.343,0.0,0.0,1.0,1.0,0.0
0.277,0.182,-0.962,-36.377,14.954,3.540,0.0,0.0,1.0,0.0,0.0
0.274,0.173,-0.990,-32.715,14.832,2.380,0.0,0.0,1.0,0.0,0.0
0.304,0.158,-1.000,-28.381,10.681,0.671,0.0,0.0,1.0,0.0,0.0

1.044,0.678,-0.654,-41.016,-8.118,-64.758,0.0,0.0,0.0,0.0,0.0
1.393,0.694,-0.742,-30.396,34.424,-23.010,0.0,0.0,0.0,1.0,0.0
1.382,0.718,-0.771,-9.644,55.054,30.396,0.0,0.0,1.0,0.0,0.0
1.037,0.723,-0.759,3.113,59.509,59.265,0.0,0.0,1.0,0.0,0.0
0.577,0.679,-0.604,23.071,47.119,91.980,0.0,0.0,0.0,0.0,0.0
0.287,0.689,-0.523,39.124,2.380,76.721,0.0,0.0,0.0,0.0,0.0
-0.243,0.680,-0.346,57.678,-18.433,39.063,0.0,0.0,0.0,0.0,0.0
-0.393,0.625,-0.182,48.401,-22.522,13.855,0.0,0.0,0.0,0.0,0.0
-0.121,0.675,-0.099,11.963,-26.489,-47.607,0.0,0.0,1.0,0.0,0.0
0.190,0.716,-0.096,-8.362,-20.020,-96.313,0.0,0.0,1.0,0.0,0.0
0.884,0.739,-0.166,-18.433,-7.629,-85.510,0.0,0.0,0.0,1.0,0.0
1.241,0.716,-0.317,-26.733,0.793,-57.861,0.0,0.0,0.0,1.0,0.0
0.988,0.670,-0.565,-31.067,24.109,-1.770,0.0,0.0,1.0,1.0,0.0
0.860,0.643,-0.588,-25.940,67.627,33.264,0.0,0.0,0.0,1.0,0.0
0.718,0.625,-0.429,-25.696,76.172,42.725,0.0,0.0,0.0,0.0,0.0
0.563,0.623,-0.264,-20.874,40.955,42.419,0.0,0.0,0.0,0.0,0.0
