aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
0.798,-0.039,-0.495,-0.732,-13.000,-13.000,0.0,0.0,1.0,21.0,20.0
0.834,-0.030,-0.506,-2.380,-10.010,-13.672,0.0,0.0,1.0,22.0,20.0
0.885,-0.051,-0.498,-4.395,-5.066,-13.855,0.0,0.0,0.0,24.0,20.0
0.895,-0.061,-0.508,-7.080,-4.944,-13.367,0.0,0.0,1.0,23.0,21.0
0.893,-0.061,-0.514,-7.996,-3.906,-10.803,0.0,0.0,1.0,21.0,20.0
0.888,-0.067,-0.518,-6.470,-1.038,-7.019,0.0,0.0,1.0,21.0,20.0
0.897,-0.086,-0.510,-5.676,0.366,-5.432,0.0,0.0,1.0,21.0,21.0
0.901,-0.103,-0.502,-4.089,2.075,-4.578,0.0,0.0,1.0,23.0,19.0
0.912,-0.124,-0.492,-3.845,4.639,-3.906,0.0,0.0,1.0,22.0,19.0
0.937,-0.153,-0.471,-9.155,4.578,0.183,0.0,0.0,1.0,23.0,20.0
0.912,-0.127,-0.470,-11.414,3.723,3.845,0.0,0.0,1.0,23.0,20.0
0.850,-0.126,-0.471,-12.878,2.319,9.644,0.0,0.0,1.0,22.0,20.0
0.814,-0.121,-0.471,-15.747,2.991,10.132,0.0,0.0,1.0,22.0,21.0
0.816,-0.099,-0.469,-18.005,3.174,6.653,0.0,0.0,0.0,22.0,20.0

1.819,-0.326,-0.960,-40.588,18.127,-93.323,0.0,0.0,0.0,22.0,21.0
1.752,-0.345,-1.021,-12.939,-24.353,-23.071,0.0,0.0,1.0,20.0,21.0
1.603,-0.279,-0.979,14.282,-44.556,27.954,0.0,0.0,1.0,20.0,22.0
1.336,-0.128,-0.709,37.048,-48.828,57.251,0.0,0.0,1.0,21.0,20.0
1.035,-0.023,-0.423,41.504,-52.551,63.171,0.0,0.0,1.0,24.0,20.0
0.735,0.042,-0.266,35.706,-54.138,57.800,0.0,0.0,1.0,23.0,21.0
0.635,0.074,-0.231,20.813,-35.522,36.865,0.0,0.0,1.0,21.0,21.0
0.607,0.109,-0.212,7.874,-6.836,15.442,0.0,0.0,1.0,21.0,20.0
0.734,0.088,-0.271,2.869,3.662,8.484,0.0,0.0,0.0,22.0,21.0
0.875,0.072,-0.381,-2.991,14.160,2.747,0.0,0.0,0.0,21.0,20.0
0.935,0.073,-0.426,-1.892,11.841,7.629,0.0,0.0,1.0,21.0,21.0
